0.000000 0.000000e+00 1.000000e+00 0.000000e+00
0.019641 1.963495e-02 9.996145e-01 -1.926914e-04
0.039282 3.926234e-02 9.988436e-01 -3.850113e-04
0.058923 5.887459e-02 9.976876e-01 -5.766633e-04
0.078564 7.846413e-02 9.961469e-01 -7.673517e-04
0.098205 9.802343e-02 9.942222e-01 -9.567826e-04
0.117847 1.175449e-01 9.919142e-01 -1.144664e-03
0.137488 1.370211e-01 9.892238e-01 -1.330706e-03
0.157129 1.564445e-01 9.861521e-01 -1.514621e-03
0.176770 1.758075e-01 9.827001e-01 -1.696127e-03
0.196411 1.951028e-01 9.788692e-01 -1.874943e-03
0.216052 2.143229e-01 9.746610e-01 -2.050794e-03
0.235693 2.334603e-01 9.700770e-01 -2.223408e-03
0.255334 2.525077e-01 9.651191e-01 -2.392519e-03
0.274975 2.714578e-01 9.597890e-01 -2.557867e-03
0.294616 2.903032e-01 9.540889e-01 -2.719196e-03
0.314257 3.090367e-01 9.480210e-01 -2.876258e-03
0.333899 3.276510e-01 9.415876e-01 -3.028811e-03
0.353540 3.461391e-01 9.347912e-01 -3.176619e-03
0.373181 3.644936e-01 9.276343e-01 -3.319454e-03
0.392822 3.827077e-01 9.201199e-01 -3.457097e-03
0.412463 4.007742e-01 9.122507e-01 -3.589334e-03
0.432104 4.186862e-01 9.040298e-01 -3.715962e-03
0.451745 4.364368e-01 8.954604e-01 -3.836787e-03
0.471386 4.540191e-01 8.865458e-01 -3.951620e-03
0.491027 4.714264e-01 8.772893e-01 -4.060286e-03
0.510668 4.886519e-01 8.676947e-01 -4.162617e-03
0.530309 5.056891e-01 8.577655e-01 -4.258455e-03
0.549951 5.225313e-01 8.475056e-01 -4.347652e-03
0.569592 5.391720e-01 8.369190e-01 -4.430071e-03
0.589233 5.556049e-01 8.260097e-01 -4.505584e-03
0.608874 5.718235e-01 8.147820e-01 -4.574076e-03
0.628515 5.878217e-01 8.032401e-01 -4.635440e-03
0.648156 6.035933e-01 7.913886e-01 -4.689582e-03
0.667797 6.191322e-01 7.792320e-01 -4.736418e-03
0.687438 6.344324e-01 7.667749e-01 -4.775877e-03
0.707079 6.494880e-01 7.540223e-01 -4.807897e-03
0.726720 6.642932e-01 7.409789e-01 -4.832429e-03
0.746361 6.788423e-01 7.276499e-01 -4.849436e-03
0.766003 6.931296e-01 7.140403e-01 -4.858890e-03
0.785644 7.071498e-01 7.001554e-01 -4.860778e-03
0.805285 7.208973e-01 6.860006e-01 -4.855096e-03
0.824926 7.343669e-01 6.715814e-01 -4.841853e-03
0.844567 7.475534e-01 6.569032e-01 -4.821070e-03
0.864208 7.604516e-01 6.419718e-01 -4.792779e-03
0.883849 7.730567e-01 6.267928e-01 -4.757023e-03
0.903490 7.853638e-01 6.113723e-01 -4.713858e-03
0.923131 7.973680e-01 5.957160e-01 -4.663349e-03
0.942772 8.090649e-01 5.798300e-01 -4.605576e-03
0.962414 8.204498e-01 5.637205e-01 -4.540626e-03
0.982055 8.315184e-01 5.473937e-01 -4.468601e-03
1.001696 8.422665e-01 5.308558e-01 -4.389611e-03
1.021337 8.526898e-01 5.141133e-01 -4.303778e-03
1.040978 8.627844e-01 4.971726e-01 -4.211234e-03
1.060619 8.725464e-01 4.800402e-01 -4.112122e-03
1.080260 8.819719e-01 4.627227e-01 -4.006595e-03
1.099901 8.910575e-01 4.452268e-01 -3.894816e-03
1.119542 8.997995e-01 4.275593e-01 -3.776957e-03
1.139183 9.081946e-01 4.097269e-01 -3.653199e-03
1.158824 9.162396e-01 3.917366e-01 -3.523734e-03
1.178466 9.239313e-01 3.735953e-01 -3.388761e-03
1.198107 9.312668e-01 3.553099e-01 -3.248488e-03
1.217748 9.382433e-01 3.368875e-01 -3.103132e-03
1.237389 9.448581e-01 3.183353e-01 -2.952917e-03
1.257030 9.511086e-01 2.996603e-01 -2.798074e-03
1.276671 9.569924e-01 2.808698e-01 -2.638842e-03
1.296312 9.625073e-01 2.619710e-01 -2.475467e-03
1.315953 9.676511e-01 2.429712e-01 -2.308201e-03
1.335594 9.724218e-01 2.238778e-01 -2.137300e-03
1.355235 9.768176e-01 2.046980e-01 -1.963030e-03
1.374876 9.808369e-01 1.854393e-01 -1.785659e-03
1.394518 9.844779e-01 1.661091e-01 -1.605460e-03
1.414159 9.877395e-01 1.467149e-01 -1.422711e-03
1.433800 9.906202e-01 1.272641e-01 -1.237694e-03
1.453441 9.931191e-01 1.077643e-01 -1.050694e-03
1.473082 9.952350e-01 8.822290e-02 -8.619992e-04
1.492723 9.969673e-01 6.864749e-02 -6.719013e-04
1.512364 9.983152e-01 4.904562e-02 -4.806930e-04
1.532005 9.992782e-01 2.942484e-02 -2.886692e-04
1.551646 9.998559e-01 9.792716e-03 -9.612591e-05
1.571287 1.000048e+00 -9.843184e-03 9.663989e-05
1.590928 9.998549e-01 -2.947529e-02 2.893310e-04
1.610570 9.992762e-01 -4.909603e-02 4.816503e-04
1.630211 9.983122e-01 -6.869785e-02 6.733012e-04
1.649852 9.969633e-01 -8.827317e-02 8.639882e-04
1.669493 9.952301e-01 -1.078145e-01 1.053417e-03
1.689134 9.931131e-01 -1.273142e-01 1.241296e-03
1.708775 9.906133e-01 -1.467648e-01 1.427336e-03
1.728416 9.877316e-01 -1.661589e-01 1.611248e-03
1.748057 9.844691e-01 -1.854889e-01 1.792751e-03
1.767698 9.808270e-01 -2.047474e-01 1.971563e-03
1.787339 9.768068e-01 -2.239270e-01 2.147410e-03
1.806980 9.724100e-01 -2.430202e-01 2.320020e-03
1.826622 9.676383e-01 -2.620197e-01 2.489126e-03
1.846263 9.624936e-01 -2.809182e-01 2.654469e-03
1.865904 9.569778e-01 -2.997085e-01 2.815793e-03
1.885545 9.510930e-01 -3.183831e-01 2.972849e-03
1.905186 9.448416e-01 -3.369350e-01 3.125396e-03
1.924827 9.382259e-01 -3.553571e-01 3.273198e-03
1.944468 9.312484e-01 -3.736421e-01 3.416027e-03
1.964109 9.239120e-01 -3.917831e-01 3.553662e-03
1.983750 9.162193e-01 -4.097730e-01 3.685893e-03
2.003391 9.081735e-01 -4.276049e-01 3.812514e-03
2.023032 8.997775e-01 -4.452720e-01 3.933330e-03
2.042674 8.910346e-01 -4.627674e-01 4.048156e-03
2.062315 8.819482e-01 -4.800845e-01 4.156814e-03
2.081956 8.725217e-01 -4.972164e-01 4.259137e-03
2.101597 8.627589e-01 -5.141566e-01 4.354966e-03
2.121238 8.526635e-01 -5.308986e-01 4.444154e-03
2.140879 8.422393e-01 -5.474359e-01 4.526564e-03
2.160520 8.314904e-01 -5.637622e-01 4.602069e-03
2.180161 8.204210e-01 -5.798711e-01 4.670551e-03
2.199802 8.090352e-01 -5.957565e-01 4.731906e-03
2.219443 7.973376e-01 -6.114122e-01 4.786039e-03
2.239084 7.853325e-01 -6.268322e-01 4.832866e-03
2.258726 7.730247e-01 -6.420105e-01 4.872315e-03
2.278367 7.604188e-01 -6.569413e-01 4.904326e-03
2.298008 7.475198e-01 -6.716188e-01 4.928848e-03
2.317649 7.343326e-01 -6.860374e-01 4.945845e-03
2.337290 7.208623e-01 -7.001915e-01 4.955290e-03
2.356931 7.071141e-01 -7.140756e-01 4.957168e-03
2.376572 6.930933e-01 -7.276845e-01 4.951476e-03
2.396213 6.788052e-01 -7.410128e-01 4.938224e-03
2.415854 6.642554e-01 -7.540554e-01 4.917431e-03
2.435495 6.494496e-01 -7.668073e-01 4.889130e-03
2.455136 6.343934e-01 -7.792636e-01 4.853365e-03
2.474778 6.190926e-01 -7.914195e-01 4.810190e-03
2.494419 6.035531e-01 -8.032702e-01 4.759672e-03
2.514060 5.877809e-01 -8.148113e-01 4.701889e-03
2.533701 5.717821e-01 -8.260382e-01 4.636931e-03
2.553342 5.555629e-01 -8.369466e-01 4.564896e-03
2.572983 5.391295e-01 -8.475324e-01 4.485897e-03
2.592624 5.224882e-01 -8.577914e-01 4.400055e-03
2.612265 5.056455e-01 -8.677198e-01 4.307503e-03
2.631906 4.886079e-01 -8.773136e-01 4.208383e-03
2.651547 4.713819e-01 -8.865691e-01 4.102848e-03
